,Mmus_C57.6J_BRN_HLLC_IR_1mon_Rep1_M50,Mmus_C57.6J_BRN_HLLC_IR_1mon_Rep2_M51,Mmus_C57.6J_BRN_HLLC_IR_1mon_Rep3_M52,Mmus_C57.6J_BRN_HLLC_IR_1mon_Rep4_M53,Mmus_C57.6J_BRN_HLLC_IR_1mon_Rep5_M54,Mmus_C57.6J_BRN_HLLC_IR_1mon_Rep6_M55,Mmus_C57.6J_BRN_HLLC_IRC_1mon_Rep1_M62,Mmus_C57.6J_BRN_HLLC_IRC_1mon_Rep2_M63,Mmus_C57.6J_BRN_HLLC_IRC_1mon_Rep3_M64,Mmus_C57.6J_BRN_HLLC_IRC_1mon_Rep4_M65,Mmus_C57.6J_BRN_HLLC_IRC_1mon_Rep5_M66,Mmus_C57.6J_BRN_HLLC_IRC_1mon_Rep6_M67
ENSMUSG00000064731,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064732,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064734,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064735,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000064737,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064738,0,0,0,0,0,0,0,1,0,0,1,0
ENSMUSG00000064739,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064740,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064741,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064742,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064743,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064745,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064746,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064748,1,0,1,0,0,0,1,0,0,0,2,0
ENSMUSG00000064751,1,5,5,0,5,2,1,0,0,1,2,2
ENSMUSG00000064755,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064758,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064759,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064761,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064762,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064763,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064764,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064765,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064766,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064767,0,0,0,0,0,0,0,0,0,2,0,0
ENSMUSG00000064768,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064769,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064770,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064772,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064775,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064776,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064777,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064778,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000064779,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000064780,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064781,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064782,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064783,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064788,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064791,0,0,0,0,1,0,0,0,0,0,0,1
ENSMUSG00000064792,0,0,10,0,0,0,0,0,2,0,0,0
ENSMUSG00000064793,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064795,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000064796,2,6,3,4,12,0,5,3,7,9,2,8
ENSMUSG00000064797,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064798,1,6,4,6,1,0,2,1,1,0,10,5
ENSMUSG00000064800,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064801,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064802,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064805,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064806,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064811,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064814,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064816,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000064818,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064822,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064823,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064824,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064829,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064830,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064831,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064833,0,0,0,0,0,0,2,0,0,1,0,0
ENSMUSG00000064834,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064836,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064837,1,0,0,0,0,0,0,0,0,3,0,0
ENSMUSG00000064840,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064841,4,4,0,2,0,1,0,3,1,4,6,2
ENSMUSG00000064842,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064843,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064844,0,0,0,0,0,1,0,1,0,0,0,0
ENSMUSG00000064845,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064850,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064851,0,0,0,0,0,0,1,0,0,1,0,0
ENSMUSG00000064853,60,68,107,130,61,52,54,58,33,71,139,174
ENSMUSG00000064854,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064855,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064856,105,183,37,152,122,30,51,34,51,0,105,45
ENSMUSG00000064857,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064858,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064859,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064860,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064862,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064867,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000064871,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064872,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064876,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064877,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064880,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000064882,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064883,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064884,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064887,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064889,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064890,0,0,1,0,0,0,0,0,0,1,0,0
ENSMUSG00000064897,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064899,4,1,2,5,3,6,4,2,5,2,3,3
ENSMUSG00000064900,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064901,0,1,1,5,4,3,3,3,3,2,8,3
ENSMUSG00000064904,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064905,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064906,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064907,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064909,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064915,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064916,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064917,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064918,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064919,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064921,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064923,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064925,0,2,0,0,0,0,0,0,0,0,2,0
ENSMUSG00000064926,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000064927,0,0,0,1,0,0,0,0,0,1,0,0
ENSMUSG00000064928,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064930,0,0,2,2,0,0,0,0,0,0,0,0
ENSMUSG00000064932,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064936,0,1,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000064938,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064939,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064940,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064941,3,0,0,0,0,1,0,1,0,0,3,0
ENSMUSG00000064943,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064945,960,1379,1963,2560,1893,719,1570,1168,1129,2308,2606,1772
ENSMUSG00000064948,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064949,0,0,3,0,0,3,0,2,0,1,3,0
ENSMUSG00000064952,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064954,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064956,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064958,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064959,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064960,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064961,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064964,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064966,115,102,154,150,127,111,135,111,119,171,202,162
ENSMUSG00000064967,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064968,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064970,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000064971,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064972,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064977,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064981,1,4,2,1,1,0,2,0,5,0,1,3
ENSMUSG00000064982,0,0,2,0,0,0,1,0,0,0,0,0
ENSMUSG00000064983,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064984,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064987,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064992,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000064994,12,21,38,42,24,23,26,20,20,22,56,33
ENSMUSG00000064995,0,0,0,0,0,0,0,0,1,0,2,0
ENSMUSG00000064999,71,91,101,105,130,55,138,129,80,140,131,89
ENSMUSG00000065004,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000065005,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065006,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065007,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065011,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065012,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065013,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065014,0,0,0,1,0,0,1,0,1,0,0,0
ENSMUSG00000065016,0,0,0,0,0,0,0,0,1,1,0,0
ENSMUSG00000065017,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065018,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065022,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065027,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065028,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065029,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065030,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065031,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065034,0,0,1,0,0,0,0,0,2,1,0,0
ENSMUSG00000065036,2,0,1,7,2,2,2,3,0,1,7,0
ENSMUSG00000065037,69444,75863,92363,121829,115432,57363,96456,69717,63373,124545,154530,89169
ENSMUSG00000065040,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065041,4,10,2,6,10,6,7,5,8,8,4,3
ENSMUSG00000065042,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065044,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000065045,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065047,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000065048,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065049,0,0,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000065050,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065053,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065055,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065057,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065061,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000065068,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065070,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065072,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065074,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065078,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065079,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065080,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065083,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065084,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065086,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065087,102,141,184,207,199,81,170,140,144,223,258,179
ENSMUSG00000065088,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065089,0,0,0,0,1,0,0,0,1,1,0,1
ENSMUSG00000065090,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065091,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065094,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065095,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065096,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065097,0,1,1,0,1,0,0,0,0,1,0,0
ENSMUSG00000065100,0,0,0,0,1,0,1,0,0,0,0,2
ENSMUSG00000065102,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065104,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065105,4,1,0,4,0,0,0,4,1,0,0,0
ENSMUSG00000065107,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065110,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065111,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065115,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065118,0,2,3,0,2,1,4,3,1,0,2,0
ENSMUSG00000065122,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065124,72,107,160,190,142,65,101,86,71,150,167,115
ENSMUSG00000065126,9,10,5,6,7,2,2,5,3,5,8,6
ENSMUSG00000065127,0,1,5,0,3,0,3,1,2,0,0,2
ENSMUSG00000065130,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065132,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000065138,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065141,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065143,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065145,86,83,270,277,236,79,188,104,128,214,250,132
ENSMUSG00000065147,0,1,1,3,1,0,0,1,1,0,0,2
ENSMUSG00000065151,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065155,0,0,0,2,1,0,0,0,0,0,0,0
ENSMUSG00000065158,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065159,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065160,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065162,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000065164,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065165,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065173,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065176,77,69,90,137,130,64,175,34,65,186,147,88
ENSMUSG00000065178,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065181,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065182,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065185,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065187,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000065188,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065191,0,1,0,1,1,0,0,3,0,0,4,0
ENSMUSG00000065192,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065193,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065195,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065196,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065198,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065199,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065200,1,1,3,0,0,1,1,0,0,4,1,0
ENSMUSG00000065201,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065202,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065203,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065204,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065206,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065208,29,37,40,82,68,22,54,61,39,72,58,42
ENSMUSG00000065211,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065212,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065215,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065219,6,0,3,0,2,1,1,1,3,5,6,1
ENSMUSG00000065220,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065221,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065223,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065226,0,0,1,0,0,0,0,0,2,0,2,0
ENSMUSG00000065227,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065228,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065231,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065232,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065233,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065235,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065236,2,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065237,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065238,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065239,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065242,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065244,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065245,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065246,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065248,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065251,51,52,60,76,84,42,61,34,41,75,79,41
ENSMUSG00000065253,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065254,0,0,0,0,0,1,0,0,1,0,0,0
ENSMUSG00000065255,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065256,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065258,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065259,3,2,3,6,5,2,1,1,4,5,3,6
ENSMUSG00000065260,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065261,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065262,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065265,0,0,0,0,0,0,0,0,0,1,1,0
ENSMUSG00000065266,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065269,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065270,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065272,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065273,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000065274,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065275,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065277,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065279,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065280,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065281,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065282,1,0,0,1,0,0,1,0,0,0,4,2
ENSMUSG00000065283,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065287,3,3,0,4,3,2,4,3,5,1,5,3
ENSMUSG00000065289,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000065291,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065293,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065295,0,0,0,0,1,1,0,1,0,1,1,1
ENSMUSG00000065296,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065297,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000065298,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000065299,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065301,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065303,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065304,3,6,2,7,1,4,2,3,6,1,1,0
ENSMUSG00000065305,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065307,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065309,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065311,0,1,1,2,0,1,1,0,0,0,0,2
ENSMUSG00000065312,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065313,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065314,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065315,0,0,0,1,1,0,0,0,0,0,0,0
ENSMUSG00000065319,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065320,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065321,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065322,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065327,8,9,2,3,4,2,5,3,2,3,2,9
ENSMUSG00000065328,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065329,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065330,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065331,1,0,0,0,0,0,3,0,0,0,1,0
ENSMUSG00000065333,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065336,1,3,8,1,3,1,3,1,3,3,3,1
ENSMUSG00000065337,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065340,0,1,0,0,1,0,3,0,0,0,1,0
ENSMUSG00000065341,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065343,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065344,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065346,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065347,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065348,0,0,0,0,0,0,0,2,0,0,0,0
ENSMUSG00000065353,76,72,81,108,123,39,81,92,94,129,153,66
ENSMUSG00000065360,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065361,0,0,3,2,3,0,2,0,0,3,0,0
ENSMUSG00000065362,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000065367,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065368,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065371,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065372,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065373,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000065374,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065378,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065379,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065380,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065381,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065382,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065384,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065385,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065387,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065388,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065389,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065392,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065394,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065395,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065396,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065397,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065398,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065399,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065400,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065401,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065402,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065403,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065404,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065405,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065406,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065407,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065408,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065409,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065410,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065411,0,0,0,0,0,0,0,0,0,0,0,0
